dataset,filename,bytes,add_ms,cid
Dataset 3,estadoActual32.jpg,28605,18.0308,QmbBgbxH9dQCm7xNA9rh3JZo3fqNnEg7Bfn1vwaUK5LCYm
Dataset 3,estadoActual33.jpg,27557,13.3465,QmaTFuKxAefg2DfWKDPXc3ZPnRZNumx52oPCsbfzw5BXxX
Dataset 3,estadoActual34.jpg,26736,13.9147,QmSybPZaqYDvdKDsZYguD51U9j8ZwZAo9sgeDuMEEvqYEV
Dataset 3,estadoActual35.jpg,24982,13.016,QmbHNn5S344stAkCfBPEpgbxtf8MkDFvZ42KcVgv3puW2d
Dataset 3,estadoActual36.jpg,24615,26.8014,QmdSjRF3KiVa5WNnsf1CugkbL84zyRVGZ6ScZZYaLz3chY
Dataset 3,estadoActual37.jpg,23299,13.2896,QmPRhT3GYGEJCFYqJKzgnTCMW8x8mr5vbDVE79uokP6mPi
Dataset 3,estadoActual38.jpg,22726,13.7888,QmTBZC1gkTJNhMRms2Ntqp2RrV6sjfbcgvxq7TEuakPi45
Dataset 3,estadoActual39.jpg,24951,13.3666,QmYnsfdg4euLyZ6ZgKW5Czy2H8ECncLdC665yB8ZSqukGq
Dataset 3,estadoActual4.jpg,42699,14.0308,QmS4kufeSpxsforiibNZRui6aCrwEfwAEKZcjHL8KiKQ8V
Dataset 3,estadoActual40.jpg,21573,12.956,QmRjNWCbhAmGSDM4t4bJnvpMJ3jiSbYNaRxDtsHboVaHhV
Dataset 3,estadoActual41.jpg,23024,13.665,QmPQz4n1jz3u7dE7jZuEt9V1H86E8uMx1Niz5UbZyJCFmC
Dataset 3,estadoActual42.jpg,24180,12.9528,QmZsyXJrELbPXZrEeE65LZxs4QsSrXNc2bB6Jqfbm7AxY2
Dataset 3,estadoActual43.jpg,27583,15.402,QmbxmqMrWA1hKuap1FsswNon387LTmVqetnnqcVitzufdb
Dataset 3,estadoActual44.jpg,26511,12.6512,QmYutbcmvWxCCABnDCutPiUzeG4fD3KLEaYwbAy4NSjmz1
Dataset 3,estadoActual45.jpg,26391,17.4738,QmQLXj797Cn22imPxD9LB7BTMpr8P67dbNnsCku4c67c5h
Dataset 3,estadoActual46.jpg,27857,12.8182,QmTgG4y6KjVuUPHKLxs2NP6GzAH4c2QS4emeDgnNU9N3fZ
Dataset 3,estadoActual47.jpg,26241,23.7012,QmUJhwscVcfPPfncN8W6LW9fR2EAj9h8URDqMJxpQCwvPq
Dataset 3,estadoActual48.jpg,28869,13.9944,QmRoSG4JMjoM1YMw9zUm6wSL6kRDVyJytWp7oovjViHtkh
Dataset 3,estadoActual49.jpg,24962,12.57,QmeSKpiRoKKDN1RjZrDLe9oF45nWMcwusCF8RGE9kcWN91
Dataset 3,estadoActual5.jpg,42752,12.6059,QmQLpVmeHyY4i5LBNd2BuN2kyRi1YJkevPTpsvs9Km57wj
Dataset 3,estadoActual50.jpg,29660,20.7299,QmY59a1uvievsh6GFhXxda6VjAkLrCDrZscNhi4KSHDEXU
Dataset 3,estadoActual51.jpg,34789,14.6913,QmVDKYQsqmbvqvfkNB7mvP4tMVtUZprNAuboqfoyutm9mA
Dataset 3,estadoActual52.jpg,39080,12.9942,QmYqB7ARWspUXN2cVY7rkbaCLwxonCx9qynH6yL5gLrnZ7
Dataset 3,estadoActual53.jpg,41372,13.5029,QmdhhF5JFxEtdvLY8c62LzGdreRLDkUB6L6Tx7eMG7qNJV
Dataset 3,estadoActual54.jpg,43420,13.7405,QmPLy6ZCerWt9wxKLqXjAhscJUeCTqS6SfpTd5VC4QEAaj
Dataset 3,estadoActual55.jpg,45838,13.593,QmRWeHU7DNKwDP37rX9xUuVS5hkXsdXAaVtvLvb4cbuTVt
Dataset 3,estadoActual56.jpg,43326,12.7043,QmTnNEVcA2Mgz8qfc3MGG8gaMiV9s7Fuixmg73eYTFNBck
Dataset 3,estadoActual57.jpg,44354,12.7236,QmPd9ovMdEnvLhEYqSKTN9cw18M4mMcyVHyjCQBbygscaE
Dataset 3,estadoActual58.jpg,42641,16.104,QmYy1bHZWoYTfjDvqNgCkUXDJ2WrpTtuRdSpv8Dj4ZpaMn
Dataset 3,estadoActual59.jpg,39995,14.6102,QmbrNzSGNLsN2XdteEHxG5X17U4QS4tD1kWYatfQRcPg9j
Dataset 3,estadoActual6.jpg,43209,13.1869,QmTRNcxTiP7jLmXKQPqmLrVMQoDuh2ZEghuNcfFUcHeGod
Dataset 3,estadoActual60.jpg,38370,16.192,QmRARYWPXbTcHHRAxKUzrGLYRJmmFudetBLmrdXDYmLwd4
Dataset 3,estadoActual61.jpg,33560,12.5859,Qmf5DuoSrU3iv5E7XHmxLkkd7X3TLLEzFFKYdVAEoiTuAQ
Dataset 3,estadoActual62.jpg,32212,11.994,QmduMoKbf85o6Efh6mPMJ3jrrWfkzZ8etdvMmiyRZkv17D
Dataset 3,estadoActual63.jpg,32380,13.2242,QmQgYvYYs4vV2uP35Q7zA8ANHyHcT4kYP9FRFBwB5hs9pf
Dataset 3,estadoActual64.jpg,30233,14.0912,Qmdd3pfiTwhqzNWrx4mD7kw2ippVpUhCHQJHSHEXaHmDtu
Dataset 3,estadoActual65.jpg,29635,20.2799,QmQ41N82mtVzSo6FS2Ko3aCrKS4bdzXKAh4ZqQiUp6oXEk
Dataset 3,estadoActual66.jpg,30557,16.4013,QmeSoDWQoQmPVWHBRQydwoBighDft6Q3TFK5BWh9V3b96J
Dataset 3,estadoActual67.jpg,30870,16.9954,QmdhKpRUbCyiNiESbiu9GddVGGqA8Ly6wtwGKompaukFyV
Dataset 3,estadoActual68.jpg,30580,29.2311,QmSM1iXXQX9o3E9DfshXUjW4P1tC3yrTqKRK9cpZCQzmgf
Dataset 3,estadoActual69.jpg,31371,16.4457,QmWhsNxgsbgeiXfFktu3rPpkNJZowSoqei55Evkb8Csotg
Dataset 3,estadoActual7.jpg,43918,15.3424,QmZNXksWz4XqMpqrfH8Xcd8FbAxgkKEbzbPzWERwTFFhzu
Dataset 3,estadoActual70.jpg,34768,17.4481,QmYrn452ZPJFNniwnvRFexU2D4iJ7cLhKCugxXoDKmoqnz
Dataset 3,estadoActual71.jpg,39337,15.6844,QmcpKiPgaxfgLuxmSF33819n7grfusC6U6eTbD8w5WvVMU
Dataset 3,estadoActual72.jpg,44133,28.8615,QmNgLdZNcyivYWkWHcytVhUyqNpnbVYCefoJM9DQ4bNfJ5
Dataset 3,estadoActual73.jpg,47266,16.7966,QmUDdowgWte6RUXqhwCR6zCxgd5ZPtq4KQdYZWFe689H3t
Dataset 3,estadoActual74.jpg,52956,16.3266,QmbtuNYQj7xoTekPjWQ82e2kG45TMcRPH9WVbNZgNMVNhK
Dataset 3,estadoActual75.jpg,53959,13.2504,QmcWLa5yhKEiYUHdnNQANheAmScpcRS84XkdtiwD2CswSQ
Dataset 3,estadoActual76.jpg,55029,15.5268,QmUkRVsKze4MfA53ws65GuEnkSNnsQPA2AMiYDdVsciYYa
Dataset 3,estadoActual77.jpg,55949,31.1147,QmVTKMg33ivkpP4XHYe7byGZXn5cN4CYqU3pwQrgodGfq5
Dataset 3,estadoActual78.jpg,55868,31.5412,QmU82KaBq6VtFvWjiSLcFQstWQqYNKqey2ujG2z2BvSCS1
Dataset 3,estadoActual79.jpg,54979,18.9581,QmePbr5qihWAZTRmQmGBKu1v8buE4gqdPtFJRRps9Uo17F
Dataset 3,estadoActual8.jpg,44134,47.6121,QmT656Q5PDC53M5Eqfib4SsoATHjWPZXuUHVeG968BYcvY
Dataset 3,estadoActual80.jpg,55209,20.5071,QmbBNb1UMSZkXDVMiLTNh7w2hnLYBxqyGK7a3QWDkgv2vE
Dataset 3,estadoActual81.jpg,48522,66.3042,QmPMue9ZzF7oA9kmTw81FroTHjLzT5zTqfQJ2cJVwx3Mzh
Dataset 3,estadoActual82.jpg,42222,14.1706,QmXUonJicGotmwPKkmvQHuvsknkNfjL2U7tdvSoQEsvNoN
Dataset 3,estadoActual83.jpg,34555,13.6683,Qmcmp339vXQrKaar1BbZTw6SSxG5ywjneiDvJNYj1pPjCz
Dataset 3,estadoActual84.jpg,29700,14.4461,QmTGPajZdLA4nGMEKqpU8qKWyvfLueC57MBSwfYwaqyFMx
Dataset 3,estadoActual85.jpg,30828,14.9828,QmcJ29MeypDcmXjwG235YGmTL4pp3eb6fa9bFNUXoqBWqo
Dataset 3,estadoActual86.jpg,30534,17.4462,QmRYHFbdhRvbLcg5GwfJtSVFNmHR6RnDjtHFrwmzSRi3YK
Dataset 3,estadoActual87.jpg,31166,13.6331,QmZ7Lv5grhfA2PV3vv8rpV49W8ukSv8XeehcNGpDcunmSd
Dataset 3,estadoActual88.jpg,37158,28.5501,QmNna2AiafgrZfxFc1MmqngBZFdSjYsyZRtUV5iZVXCJZk
Dataset 3,estadoActual89.jpg,38027,13.0278,QmYkPabNuL97hsjuzQSjZzT7BpqhZAm8hSr4JgHCyKGYvF
Dataset 3,estadoActual9.jpg,44754,19.7865,QmZL6txmdzoVy6XnjA4jehxJbYtP6baumyKJHFJZc54wmx
Dataset 3,estadoActual90.jpg,44789,18.4162,QmY8NtGFG9UqVWqfuECpbRMqpCnA4mZmqGBRMAiM3rJHaJ
Dataset 3,estadoActual91.jpg,51744,13.7764,QmPXEkAJSM6cU6vhTcthnLxEHzd2XiqwjLBzu7DSKhehm8
Dataset 3,estadoActual92.jpg,55405,19.2989,QmXuBFnPawzNhZR2su25WJYRKy2dE2wz2rf4YZVHHXtsHR
Dataset 3,estadoActual93.jpg,56515,25.5723,Qmeiu3iMo39XeDqFadhwGuwrMTfvKK9bWq8Xkdnj9SLFgX
Dataset 3,estadoActual94.jpg,50838,12.9878,QmahbtwgTHdSXwakzQVqvWnEChHA6u3NXBmmVWwBjvPwyr
Dataset 3,estadoActual95.jpg,48773,13.427,Qmeeyn9hPvJ4WpyhzpzN3AfY3BELHq4FgjTe9zFGDnbMxB
Dataset 3,estadoActual96.jpg,37269,14.1661,QmbNkzwxifdfiY8mccTwRTFyf7NeS7Vgs5vHuRbhakyuqF
Dataset 3,estadoActual97.jpg,35273,19.3423,QmQ3Hc5R3fRRCzKDv64GdgnZrVrxXTuYENG6txeKcwnG2T
Dataset 3,estadoActual98.jpg,33982,14.6937,QmULEBCZ35GcBQxem3JGbyUsom1VcJ4MqL8DeKdgoXRfjs
Dataset 3,estadoActual99.jpg,31084,13.3849,QmQSUVCpBnMJhy4hqehdRDnDkj2h7sUytwN12ZQhF24kJP
